Order_id,Product_id,Sales,Quantity,discount,payment_type,payment_installments
CA-2017-158876,OFF-AR-10003373,99.136,4,20%,credit_card,1
CA-2017-161067,OFF-AR-10003251,5.56,2,0%,credit_card,2
CA-2017-113418,TEC-MA-10002428,1704.89,11,0%,credit_card,2
CA-2016-155845,TEC-AC-10004145,1399.944,7,20%,credit_card,6
CA-2015-149748,OFF-PA-10002120,274.8,5,0%,credit_card,2
CA-2017-132647,OFF-ST-10003123,166.45,5,0%,credit_card,1
CA-2014-163013,OFF-AR-10001954,14.67,3,0%,credit_card,5
CA-2017-138289,OFF-PA-10001260,56.07,7,0%,credit_card,1
US-2016-146857,OFF-AP-10001205,54.48,1,0%,credit_card,2
CA-2017-139304,OFF-BI-10002498,119.616,8,20%,credit_card,5
CA-2014-110352,OFF-LA-10003923,23.68,2,20%,credit_card,7
CA-2017-163860,FUR-FU-10001935,2.96,2,60%,credit_card,1
CA-2014-167199,TEC-PH-10004977,391.98,2,0%,credit_card,2
US-2014-147627,TEC-PH-10001061,699.93,7,0%,credit_card,1
CA-2017-111689,FUR-CH-10004287,1242.9,5,10%,credit_card,4
CA-2016-123512,OFF-PA-10001497,219.84,4,0%,credit_card,8
CA-2014-161508,OFF-PA-10001804,16.032,3,20%,credit_card,3
CA-2015-119690,OFF-LA-10001613,4.608,2,20%,credit_card,1
CA-2017-118640,FUR-FU-10001475,8.792,1,60%,credit_card,1
CA-2016-167241,TEC-PH-10004614,165.6,3,20%,credit_card,10
CA-2015-121776,OFF-PA-10001970,36.84,3,0%,credit_card,1
US-2017-106145,OFF-EN-10001028,71.88,6,0%,credit_card,2
CA-2015-125066,OFF-AR-10003582,56.3,2,0%,credit_card,1
CA-2016-137050,OFF-AR-10004999,41.86,7,0%,credit_card,1
CA-2017-102337,FUR-CH-10004289,470.302,7,30%,credit_card,1
CA-2014-142048,TEC-AC-10004114,196.752,6,20%,credit_card,3
CA-2016-120824,OFF-PA-10000232,15.552,3,20%,credit_card,6
CA-2016-123540,FUR-CH-10000847,1454.9,5,0%,credit_card,1
CA-2016-154788,OFF-BI-10003314,7.712,2,20%,credit_card,10
CA-2016-149314,FUR-CH-10002126,195.184,1,20%,credit_card,1
CA-2015-109470,OFF-BI-10000977,364.8,12,0%,credit_card,3
CA-2015-155334,OFF-BI-10002557,10.92,3,20%,credit_card,8
CA-2014-118962,OFF-PA-10000659,20.94,3,0%,credit_card,4
CA-2015-165624,OFF-PA-10002319,193.8,5,0%,credit_card,8
CA-2017-140872,OFF-AP-10003622,5.2,2,20%,credit_card,2
CA-2014-124737,OFF-PA-10000019,31.104,6,20%,credit_card,10
CA-2017-102820,TEC-PH-10003437,419.944,7,20%,credit_card,3
CA-2016-120530,FUR-CH-10000454,658.746,3,10%,credit_card,3
CA-2014-120775,OFF-FA-10002676,4.344,3,20%,credit_card,4
CA-2017-167549,FUR-TA-10004767,298.116,6,30%,credit_card,8
CA-2016-149762,OFF-ST-10001558,48.72,3,0%,credit_card,3
US-2014-137680,OFF-PA-10000069,22.776,3,20%,credit_card,10
US-2014-157385,OFF-EN-10003160,21.84,3,0%,credit_card,3
CA-2014-120474,FUR-CH-10001854,2807.84,8,0%,credit_card,6
CA-2016-161669,OFF-BI-10001636,26.976,4,20%,credit_card,2
US-2015-153283,OFF-EN-10001539,15.56,2,0%,credit_card,1
CA-2016-143476,OFF-AR-10003759,2.912,2,20%,credit_card,3
CA-2016-130477,OFF-ST-10002583,64.96,2,0%,credit_card,2
CA-2016-105277,OFF-BI-10000301,15.528,3,20%,credit_card,1
CA-2016-160717,TEC-PH-10001760,477.6,3,20%,credit_card,4
CA-2014-125171,OFF-LA-10001175,14.4,5,0%,credit_card,1
CA-2014-167927,OFF-BI-10000605,19.05,5,0%,credit_card,7
CA-2015-111507,OFF-AR-10001315,5.28,3,0%,credit_card,6
US-2017-120147,OFF-AR-10000817,6.08,2,0%,credit_card,3
CA-2017-141614,OFF-PA-10002787,20.736,4,20%,credit_card,1
US-2015-164357,OFF-AR-10001177,13.12,5,20%,credit_card,3
CA-2017-101805,FUR-FU-10000023,70.68,12,0%,credit_card,10
CA-2015-102806,OFF-BI-10001597,24.588,2,70%,credit_card,4
US-2014-157385,TEC-AC-10003280,29.99,1,0%,credit_card,1
CA-2015-137974,FUR-BO-10001519,523.26,9,0%,credit_card,3
US-2016-163881,TEC-AC-10000420,559.92,8,0%,credit_card,8
CA-2017-100111,TEC-AC-10001998,59.97,3,0%,credit_card,6
CA-2015-137750,FUR-FU-10001979,204.85,5,0%,credit_card,1
CA-2017-102925,FUR-CH-10004875,128.124,2,10%,credit_card,2
CA-2014-133389,OFF-BI-10001553,8.226,3,70%,credit_card,10
CA-2016-157364,OFF-AR-10003752,18.48,2,20%,credit_card,5
CA-2014-119144,TEC-PH-10004188,79.968,4,20%,credit_card,10
CA-2015-132465,TEC-AC-10001998,19.99,1,0%,credit_card,2
CA-2017-119011,TEC-PH-10003171,107.88,3,20%,credit_card,4
CA-2017-159282,TEC-MA-10001148,599.985,5,70%,credit_card,10
US-2016-139087,FUR-FU-10004164,24.75,5,0%,credit_card,1
CA-2016-136231,OFF-BI-10001597,86.058,7,70%,credit_card,2
CA-2017-140585,OFF-BI-10003364,46.672,2,20%,credit_card,6
CA-2014-126403,OFF-PA-10004665,26.2,2,0%,credit_card,1
CA-2017-143567,OFF-EN-10004846,5.32,2,0%,credit_card,1
CA-2014-146990,OFF-PA-10000246,30.18,3,0%,credit_card,4
CA-2015-101000,OFF-AP-10000179,370.14,3,0%,credit_card,5
US-2016-119298,TEC-PH-10002564,59.98,2,0%,credit_card,10
CA-2017-122035,TEC-AC-10003095,389.97,3,0%,credit_card,1
US-2017-123204,OFF-AP-10002287,17.48,4,0%,credit_card,1
US-2015-159982,FUR-FU-10002505,12.132,9,60%,credit_card,10
US-2017-142188,OFF-PA-10002005,19.44,3,0%,credit_card,3
CA-2017-164000,OFF-AR-10003183,18.704,7,20%,credit_card,1
CA-2016-133613,OFF-AR-10003829,9.84,3,0%,credit_card,4
CA-2015-129546,OFF-SU-10004884,47.19,3,0%,credit_card,8
CA-2017-164756,OFF-SU-10004261,34.48,2,0%,credit_card,1
US-2015-123918,OFF-PA-10003001,5.344,1,20%,credit_card,10
US-2017-137491,FUR-CH-10004675,305.312,2,30%,credit_card,2
US-2017-155866,FUR-FU-10004091,187.76,4,0%,credit_card,1
US-2014-133130,OFF-PA-10000675,81.98,2,0%,credit_card,4
US-2017-107888,OFF-ST-10003123,33.29,1,0%,credit_card,10
CA-2014-166961,OFF-ST-10004507,51.45,3,0%,credit_card,2
CA-2016-137204,FUR-CH-10002304,41.568,2,20%,credit_card,8
CA-2015-167745,OFF-SU-10004782,16.9,2,0%,credit_card,4
CA-2017-109099,OFF-PA-10001033,40.99,1,0%,credit_card,8
CA-2016-120558,OFF-PA-10003441,32.4,5,0%,credit_card,6
CA-2017-108539,OFF-ST-10003208,725.84,4,0%,credit_card,10
CA-2015-153416,OFF-BI-10002813,3.168,2,20%,credit_card,10
CA-2015-115168,OFF-PA-10000528,10.56,2,0%,credit_card,2
US-2017-152380,FUR-TA-10002533,219.075,3,50%,credit_card,4
CA-2014-123225,TEC-PH-10000895,575.968,4,20%,credit_card,8
CA-2017-167542,OFF-LA-10004093,17.544,3,20%,credit_card,4
CA-2017-110478,OFF-EN-10000483,15.25,1,0%,credit_card,8
US-2014-161305,OFF-EN-10000461,13.984,2,20%,credit_card,8
CA-2015-112557,OFF-AP-10002311,206.43,3,0%,,1
CA-2016-153598,FUR-FU-10001085,111.9,6,0%,credit_card,10
CA-2014-100895,OFF-ST-10001490,356.94,2,0%,credit_card,2
CA-2016-113243,OFF-PA-10003441,32.4,5,0%,credit_card,6
US-2016-148901,OFF-BI-10004002,10.38,2,70%,credit_card,10
CA-2017-133718,OFF-PA-10002689,58.32,9,0%,credit_card,4
CA-2015-139731,FUR-CH-10002024,2453.43,5,30%,credit_card,1
CA-2015-145352,OFF-AR-10003856,8.34,3,0%,credit_card,4
CA-2015-102260,OFF-BI-10000042,3.204,2,70%,credit_card,3
CA-2015-106187,FUR-FU-10000794,27.42,3,0%,credit_card,6
US-2016-134656,OFF-PA-10003039,99.136,4,20%,credit_card,8
CA-2015-109512,OFF-EN-10002621,29.34,3,0%,credit_card,2
CA-2016-135776,OFF-PA-10004327,47.9,1,0%,credit_card,2
CA-2017-137463,OFF-LA-10003498,44.4,3,0%,credit_card,6
CA-2015-135391,FUR-FU-10001986,40.784,2,60%,credit_card,1
CA-2016-128531,OFF-PA-10000167,74.352,3,20%,credit_card,1
CA-2016-140928,FUR-TA-10001095,383.438,4,45%,credit_card,2
CA-2016-117583,OFF-PA-10001246,25.92,4,0%,credit_card,2
CA-2015-153717,TEC-PH-10002923,73.98,2,0%,credit_card,4
CA-2017-125640,OFF-LA-10004178,3.304,1,20%,credit_card,1
US-2016-163881,FUR-CH-10001394,1684.752,6,20%,credit_card,2
CA-2015-122210,OFF-FA-10000053,10.584,7,20%,credit_card,1
CA-2016-162187,OFF-ST-10001558,64.96,5,20%,credit_card,7
CA-2015-128125,OFF-PA-10000357,98.376,3,20%,credit_card,2
US-2016-105578,OFF-BI-10001658,14.952,2,70%,credit_card,2
CA-2017-100111,FUR-CH-10003061,80.991,1,10%,credit_card,3
CA-2014-107818,OFF-AR-10003045,5.88,2,0%,credit_card,3
CA-2015-111395,OFF-PA-10000994,335.52,4,20%,credit_card,5
CA-2017-112984,OFF-PA-10003657,20.544,6,20%,credit_card,5
CA-2016-137050,FUR-BO-10004695,579.136,4,20%,credit_card,2
CA-2015-163181,TEC-MA-10001016,287.91,3,40%,credit_card,3
CA-2017-111178,OFF-AR-10001954,19.56,5,20%,credit_card,4
CA-2016-116540,OFF-BI-10004970,8.26,2,0%,credit_card,1
CA-2016-112578,OFF-SU-10002557,27.96,2,0%,credit_card,4
CA-2017-139199,OFF-PA-10001293,12.96,2,0%,credit_card,6
CA-2017-117212,OFF-PA-10000682,23.12,4,0%,credit_card,10
CA-2016-114867,TEC-PH-10002645,1499.97,5,40%,credit_card,10
CA-2016-118570,OFF-PA-10001289,217.056,7,20%,credit_card,3
CA-2016-145177,OFF-LA-10001613,9.216,4,20%,credit_card,1
