Order_ID,Product_ID,Sales,Quantity,discount,profit,payment_type,payment_installments
CA-2015-124800,TEC-PH-10001750,263.96,?,0.2,23.0965,credit_card,5
CA-2017-123036,TEC-AC-10003499,37.056,4,0.2,8.8008,credit_card,4
CA-2015-119627,TEC-AC-10002217,30.08,2,0.2,-5.264,credit_card,4
CA-2017-166093,OFF-BI-10000174,13.92,3,0.2,4.872,credit_card,6
CA-2017-110198,OFF-LA-10004409,4.608,2,0.2,1.4976,credit_card,8
CA-2016-138478,OFF-BI-10001120,4535.976,3,0.2,1644.2913,credit_card,NULL
CA-2016-143714,OFF-PA-10000029,10.368,2,0.2,3.6288,credit_card,3
US-2016-165505,OFF-ST-10001526,1564.29,13,0.0,406.7154,credit_card,5
CA-2017-114636,OFF-PA-10001790,192.16,5,0.2,67.256,credit_card,3
CA-2017-122035,OFF-BI-10000404,43.0,5,0.0,20.21,credit_card,4
US-2015-139759,OFF-AP-10002765,105.96,4,0.0,29.6688,credit_card,8
CA-2016-162236,OFF-ST-10003442,45.248,2,0.2,3.9592,credit_card,1
CA-2016-106894,TEC-AC-10003063,100.0,4,0.0,21.0,credit_card,2
US-2016-151827,TEC-PH-10002789,280.782,3,0.4,-60.8361,credit_card,3
CA-2014-102652,FUR-FU-10000747,91.96,2,0.0,15.6332,credit_card,3
CA-2015-100454,OFF-AR-10002578,11.52,?,0.0,3.3408,credit_card,5
CA-2016-129630,FUR-FU-10000260,24.27,3,0.0,8.7372,credit_card,1
CA-2017-145233,TEC-PH-10004977,470.376,?,0.2,52.9173,credit_card,2
CA-2017-126382,FUR-FU-10002960,35.168,7,0.2,9.6712,credit_card,2
CA-2014-135699,OFF-PA-10004475,109.92,2,0.0,53.8608,credit_card,1
CA-2016-113516,OFF-BI-10001989,67.136,4,0.2,23.4976,credit_card,4
CA-2014-106264,OFF-SU-10002189,11.91,3,0.0,0.1191,credit_card,1
CA-2014-128237,OFF-AR-10000034,25.44,6,0.0,9.9216,credit_card,3
CA-2016-130477,OFF-PA-10000019,12.96,2,0.0,6.2208,credit_card,6
US-2016-135720,TEC-AC-10001267,119.8,5,0.2,29.95,credit_card,2
CA-2017-120061,FUR-CH-10001973,155.372,2,0.3,-35.5136,credit_card,NULL
CA-2017-121559,OFF-AP-10002945,2405.2,?,0.0,793.716,credit_card,NULL
CA-2015-127509,OFF-BI-10002393,17.22,3,0.0,7.9212,credit_card,5
CA-2016-154508,OFF-EN-10001990,28.4,5,0.0,13.348,credit_card,1
CA-2017-142090,FUR-TA-10001889,1781.682,7,0.4,-653.2834,credit_card,4
CA-2016-100993,OFF-LA-10003223,14.73,3,0.0,7.2177,credit_card,2
CA-2017-126144,TEC-PH-10001079,285.576,4,0.4,-57.1152,debit_card,2
CA-2014-100916,OFF-ST-10003479,194.7,5,0.0,9.735,credit_card,1
CA-2014-159310,FUR-CH-10002758,683.144,4,0.3,0.0,credit_card,10
CA-2016-116736,FUR-FU-10004017,322.59,3,0.0,64.518,credit_card,3
CA-2014-120768,FUR-CH-10000513,1819.86,14,0.0,163.7874,credit_card,3
CA-2016-120824,FUR-FU-10001424,6.984,2,0.6,-4.5396,credit_card,1
CA-2017-146185,OFF-AR-10002987,31.744,2,0.2,8.3328,credit_card,2
CA-2017-138149,OFF-AR-10000255,11.68,2,0.0,3.0368,credit_card,2
CA-2017-169929,OFF-ST-10002352,39.9,5,0.0,10.374,credit_card,2
US-2014-117968,OFF-AP-10002765,79.47,3,0.0,22.2516,credit_card,6
US-2016-158288,OFF-BI-10003364,78.759,9,0.7,-57.7566,credit_card,4
US-2014-164763,OFF-PA-10003349,12.96,2,0.0,6.3504,credit_card,1
US-2015-116981,OFF-AP-10000595,13.11,3,0.0,3.4086,credit_card,1
CA-2014-154158,OFF-ST-10000078,424.272,2,0.2,-10.6068,credit_card,10
CA-2016-160479,OFF-AR-10002445,35.4,?,0.0,13.452,credit_card,2
CA-2017-102099,OFF-PA-10000289,32.4,5,0.0,15.552,credit_card,10
CA-2014-116932,FUR-TA-10004175,272.848,1,0.2,27.2848,credit_card,10
CA-2016-133123,OFF-EN-10003055,95.952,3,0.2,29.985,credit_card,5
CA-2016-134803,OFF-BI-10002215,22.72,4,0.2,7.384,credit_card,2
CA-2015-111612,OFF-FA-10003021,3.008,2,0.2,0.564,credit_card,5
CA-2017-142328,OFF-PA-10000380,50.04,6,0.0,25.02,credit_card,NULL
CA-2016-113117,OFF-PA-10000019,32.4,5,0.0,15.552,credit_card,NULL
CA-2017-121678,OFF-BI-10002949,1.824,1,0.7,-1.3984,credit_card,1
CA-2015-109386,FUR-FU-10000308,186.54,3,0.0,41.0388,credit_card,10
US-2016-148901,OFF-AR-10002467,4.768,2,0.2,0.4172,credit_card,5
CA-2016-134887,TEC-AC-10003832,1287.45,5,0.0,244.6155,credit_card,8
CA-2015-141593,OFF-BI-10001153,55.264,2,0.2,20.724,credit_card,4
CA-2016-165918,OFF-LA-10003720,7.38,2,0.0,3.4686,credit_card,1
CA-2016-113845,TEC-PH-10003357,244.768,4,0.2,24.4768,credit_card,1
CA-2016-130778,OFF-PA-10001509,44.75,5,0.0,20.585,credit_card,5
US-2017-168613,FUR-CH-10002372,145.764,2,0.1,3.2392,credit_card,3
CA-2015-164882,OFF-FA-10000585,17.45,?,0.0,8.027,credit_card,8
CA-2015-113110,OFF-BI-10000088,17.568,2,0.2,6.3684,credit_card,1
CA-2017-137582,OFF-BI-10001757,11.808,3,0.2,4.1328,credit_card,10
CA-2017-116988,FUR-FU-10001290,126.3,?,0.0,40.416,credit_card,5
CA-2017-145765,OFF-PA-10001534,15.552,3,0.2,5.4432,credit_card,1
CA-2015-144302,OFF-BI-10001107,5.792,2,0.8,-9.5568,credit_card,NULL
CA-2017-162929,OFF-BI-10000404,41.28,6,0.2,13.932,credit_card,3
CA-2017-148474,OFF-BI-10000977,91.2,3,0.0,41.952,credit_card,3
US-2016-139262,OFF-BI-10003727,3.762,3,0.7,-2.7588,credit_card,NULL
CA-2014-119466,FUR-FU-10001546,8.544,2,0.6,-7.476,credit_card,7
CA-2015-116750,FUR-FU-10003829,4.928,2,0.2,0.7392,credit_card,5
CA-2014-103366,TEC-AC-10003628,149.95,5,0.0,65.978,credit_card,NULL
CA-2017-101308,OFF-FA-10002780,8.94,3,0.0,4.1124,credit_card,7
US-2014-117744,FUR-FU-10001588,58.36,5,0.6,-24.803,credit_card,8
CA-2017-119809,OFF-BI-10003925,2793.528,9,0.2,942.8157,credit_card,4
CA-2015-120621,OFF-AP-10002945,962.08,4,0.2,156.338,credit_card,8
CA-2017-141789,OFF-BI-10001359,1793.98,2,0.0,843.1706,credit_card,7
CA-2015-162201,OFF-PA-10002581,173.488,7,0.2,54.215,credit_card,NULL
CA-2014-124730,OFF-LA-10001613,11.52,4,0.0,5.6448,credit_card,8
CA-2016-113341,FUR-CH-10004698,194.352,3,0.2,19.4352,credit_card,5
CA-2015-143980,OFF-AP-10003779,414.96,2,0.0,124.488,credit_card,5
CA-2015-164882,FUR-CH-10004218,323.136,4,0.2,20.196,credit_card,4
US-2014-134054,OFF-AR-10000937,255.85,7,0.0,112.574,credit_card,1
CA-2016-117408,OFF-ST-10001580,23.968,?,0.2,2.3968,credit_card,2
CA-2016-126158,FUR-FU-10000073,69.3,9,0.0,22.869,credit_card,1
CA-2014-155593,OFF-SU-10002522,11.64,3,0.0,3.3756,credit_card,8
US-2014-115987,OFF-BI-10001071,51.184,?,0.8,-79.3352,credit_card,3
CA-2017-140326,OFF-PA-10004041,17.76,3,0.2,5.55,credit_card,3
CA-2017-123701,OFF-AR-10001860,27.76,4,0.0,9.9936,credit_card,4
US-2017-147998,OFF-BI-10002082,133.12,5,0.2,49.92,credit_card,1
CA-2016-107104,FUR-BO-10002213,3406.664,8,0.15,160.3136,credit_card,1
CA-2017-143063,OFF-EN-10003134,70.08,6,0.0,35.04,credit_card,2
CA-2017-103765,OFF-AP-10002311,13.762,1,0.8,-24.7716,credit_card,5
US-2016-111528,OFF-ST-10001526,481.32,4,0.0,125.1432,credit_card,1
CA-2016-140571,OFF-PA-10001954,45.68,2,0.0,21.0128,credit_card,1
CA-2016-108987,OFF-ST-10001580,35.952,3,0.2,3.5952,credit_card,2
CA-2016-168354,FUR-CH-10004675,872.32,4,0.0,244.2496,credit_card,3
CA-2014-166744,TEC-AC-10003628,59.98,2,0.0,26.3912,credit_card,6
CA-2014-155796,FUR-FU-10000409,23.968,2,0.2,7.7896,credit_card,NULL
CA-2015-149748,FUR-FU-10001847,8.28,2,0.0,2.9808,credit_card,4
CA-2017-122154,OFF-PA-10000994,251.64,3,0.2,88.074,credit_card,4
CA-2015-125934,OFF-LA-10000414,31.05,3,0.0,14.904,credit_card,8
US-2016-135923,FUR-FU-10002107,14.272,8,0.2,4.2816,credit_card,2
CA-2015-136735,OFF-EN-10002230,167.86,2,0.0,78.8942,credit_card,3
US-2017-158512,OFF-PA-10001804,40.08,6,0.0,19.2384,credit_card,3
US-2017-129203,OFF-ST-10001418,195.136,4,0.2,-43.9056,debit_card,NULL
CA-2015-108665,OFF-ST-10001526,601.65,5,0.0,156.429,credit_card,10
CA-2015-146696,OFF-BI-10002432,8.096,2,0.2,2.7324,credit_card,2
CA-2015-120439,FUR-FU-10001867,51.072,6,0.2,5.1072,credit_card,7
CA-2014-132787,OFF-ST-10001321,92.52,6,0.0,24.9804,credit_card,5
CA-2014-144666,OFF-PA-10001509,62.65,7,0.0,28.819,credit_card,5
US-2014-125521,FUR-CH-10003379,1139.92,4,0.0,284.98,credit_card,2
CA-2017-123624,TEC-AC-10000682,82.95,5,0.0,29.0325,credit_card,5
CA-2017-127285,OFF-BI-10002072,13.904,2,0.2,5.214,credit_card,8
CA-2014-130155,OFF-SU-10004737,34.2,5,0.0,9.234,credit_card,1
CA-2017-145226,OFF-PA-10003172,19.44,3,0.0,9.3312,credit_card,10
US-2015-128090,OFF-LA-10000452,5.04,2,0.2,1.764,credit_card,5
CA-2016-137050,OFF-ST-10004634,11.21,1,0.0,3.363,credit_card,10
CA-2015-146255,OFF-BI-10001765,69.28,2,0.0,33.2544,credit_card,10
CA-2017-140508,OFF-EN-10000927,114.848,4,0.2,35.89,credit_card,5
CA-2017-151008,TEC-PH-10002807,126.56,?,0.2,47.46,credit_card,2
CA-2015-111339,FUR-FU-10002506,41.568,4,0.2,-4.1568,credit_card,5
US-2016-123750,TEC-AC-10004659,291.96,5,0.2,54.7425,credit_card,1
CA-2015-121552,OFF-AR-10003217,19.56,?,0.0,5.4768,credit_card,10
CA-2016-134362,OFF-LA-10004853,15.936,4,0.2,5.1792,credit_card,2
CA-2017-134845,OFF-BI-10000773,12.03,5,0.7,-9.223,credit_card,5
CA-2017-131254,OFF-AR-10003876,13.04,5,0.2,3.912,credit_card,3
CA-2014-121006,OFF-AR-10001149,3.9,2,0.0,1.521,credit_card,4
US-2017-152569,OFF-PA-10001736,56.704,2,0.2,19.1376,credit_card,12
CA-2016-136924,TEC-PH-10002262,380.864,8,0.2,38.0864,credit_card,8
CA-2017-147452,OFF-AP-10001626,3.89,1,0.0,1.0114,credit_card,2
US-2016-114776,OFF-PA-10004100,19.44,3,0.0,9.3312,credit_card,10
US-2017-152842,FUR-CH-10004218,242.352,3,0.2,15.147,credit_card,5
US-2017-149510,OFF-BI-10004233,28.782,6,0.7,-21.1068,credit_card,2
CA-2016-101161,OFF-LA-10000407,24.9,5,0.0,11.454,credit_card,1
US-2017-108343,OFF-PA-10000743,13.36,2,0.0,6.4128,credit_card,2
US-2017-111024,OFF-PA-10002246,30.96,6,0.2,11.223,credit_card,5
US-2016-142685,OFF-SU-10000157,835.17,7,0.0,16.7034,credit_card,1
CA-2014-138317,FUR-FU-10000550,3.984,1,0.2,0.6474,credit_card,2
CA-2014-103590,OFF-EN-10004007,62.28,4,0.0,29.2716,credit_card,6
CA-2017-136308,TEC-MA-10000488,1919.976,3,0.2,215.9973,credit_card,3
US-2015-115343,TEC-AC-10003832,617.976,3,0.2,-7.7247,credit_card,NULL
CA-2017-143378,TEC-PH-10001425,191.976,3,0.2,19.1976,credit_card,1
CA-2015-139374,FUR-CH-10003981,179.886,1,0.3,-2.5698,credit_card,NULL
CA-2015-159534,OFF-ST-10001172,83.92,4,0.0,20.1408,credit_card,3
CA-2016-154053,OFF-AR-10003727,16.99,1,0.0,4.9271,credit_card,1
CA-2017-112865,TEC-AC-10000387,36.048,3,0.2,-0.9012,credit_card,2
CA-2015-165624,TEC-AC-10004568,251.91,9,0.0,47.8629,credit_card,2
CA-2014-131310,OFF-BI-10003094,11.264,4,0.2,3.8016,credit_card,1
CA-2014-144029,FUR-CH-10003981,359.772,2,0.3,-5.1396,credit_card,8
CA-2016-156265,OFF-BI-10000285,12.544,2,0.2,4.704,credit_card,2
CA-2015-130365,OFF-ST-10002574,221.024,2,0.2,-55.256,credit_card,6
CA-2014-120775,OFF-LA-10002271,4.928,?,0.2,1.7248,credit_card,NULL
CA-2017-155957,OFF-AP-10002082,52.272,3,0.2,9.801,credit_card,6
CA-2014-144071,FUR-FU-10000758,79.44,3,0.0,28.5984,credit_card,10
US-2016-117037,FUR-FU-10004973,22.608,3,0.6,-10.1736,credit_card,4
CA-2015-121041,OFF-EN-10001137,6.608,2,0.2,2.1476,credit_card,2
CA-2017-112515,OFF-ST-10001272,261.74,2,0.0,65.435,credit_card,2
CA-2014-108189,TEC-AC-10003038,7.16,1,0.2,-0.0895,credit_card,8
CA-2014-163223,OFF-LA-10004409,14.4,?,0.0,6.624,credit_card,5
CA-2014-156160,OFF-AR-10003876,13.04,4,0.0,5.7376,credit_card,1
CA-2014-116568,FUR-CH-10002439,186.304,4,0.2,13.9728,credit_card,4
CA-2015-110016,OFF-PA-10000349,19.92,4,0.0,9.3624,credit_card,2
CA-2016-120355,FUR-FU-10004053,60.72,3,0.0,26.1096,credit_card,10
US-2015-145121,OFF-BI-10001078,26.9,5,0.0,13.181,credit_card,1
CA-2016-147683,FUR-FU-10004848,19.54,2,0.0,7.2298,credit_card,2
CA-2017-124401,TEC-AC-10002926,279.944,7,0.2,80.4839,credit_card,5
CA-2015-121405,OFF-PA-10001838,23.52,5,0.2,8.526,credit_card,3
CA-2016-114972,TEC-AC-10000682,82.95,5,0.0,29.0325,credit_card,3
CA-2015-103954,FUR-BO-10004690,687.4,5,0.0,48.118,credit_card,2
CA-2015-119214,OFF-PA-10002893,29.04,3,0.0,13.9392,credit_card,2
CA-2017-122112,OFF-EN-10004459,24.448,4,0.2,8.8624,credit_card,1
CA-2017-157469,TEC-PH-10004531,151.188,2,0.4,-25.198,credit_card,3
CA-2017-119284,FUR-FU-10004351,31.168,4,0.2,9.3504,credit_card,NULL
CA-2015-148180,OFF-BI-10003314,23.136,6,0.2,8.3868,credit_card,1
CA-2015-163055,FUR-TA-10003748,622.45,5,0.0,136.939,credit_card,NULL
US-2015-126214,FUR-TA-10003748,1618.37,13,0.0,356.0414,credit_card,1
US-2016-147711,FUR-FU-10002364,14.76,2,0.0,4.2804,credit_card,4
CA-2017-144064,OFF-ST-10004507,27.44,2,0.2,2.401,credit_card,8
CA-2017-115651,OFF-AR-10001130,8.84,5,0.2,2.9835,credit_card,1
CA-2015-119508,OFF-AR-10003723,16.9,5,0.0,6.253,credit_card,2
US-2014-118486,FUR-TA-10001039,154.764,3,0.4,-36.1116,credit_card,1
CA-2016-128412,TEC-AC-10003038,44.75,5,0.0,8.5025,credit_card,4
CA-2015-119291,OFF-LA-10003510,97.696,4,0.2,31.7512,credit_card,2
US-2014-147627,OFF-AR-10003811,6.63,3,0.0,1.7901,credit_card,NULL
CA-2016-119963,FUR-CH-10003817,255.108,6,0.3,-18.222,credit_card,5
US-2017-133081,FUR-FU-10001379,26.72,1,0.0,11.7568,credit_card,4
CA-2017-108749,OFF-BI-10003707,45.78,3,0.0,22.89,credit_card,1
CA-2015-154326,TEC-PH-10001819,134.97,3,0.0,64.7856,credit_card,1
CA-2016-158778,OFF-AR-10000896,7.872,3,0.2,0.5904,credit_card,2
CA-2017-123372,TEC-PH-10002834,1979.89,11,0.0,494.9725,credit_card,NULL
CA-2014-163468,OFF-BI-10004728,2.892,3,0.8,-4.9164,credit_card,10
CA-2016-155565,OFF-SU-10001218,54.9,5,0.0,15.372,credit_card,1
CA-2016-114307,OFF-BI-10002012,5.4,3,0.0,2.592,credit_card,3
CA-2015-127418,OFF-BI-10003707,36.624,3,0.2,13.734,credit_card,4
CA-2015-158421,OFF-PA-10001801,23.92,4,0.0,11.7208,credit_card,10
CA-2015-142944,TEC-CO-10003763,1119.984,2,0.2,377.9946,credit_card,4
CA-2016-137939,TEC-PH-10003589,89.95,5,0.0,43.176,credit_card,1
CA-2017-108441,OFF-BI-10000848,13.128,3,0.2,4.2666,credit_card,5
CA-2014-120887,FUR-FU-10001588,87.54,3,0.0,37.6422,credit_card,7
CA-2017-132185,OFF-AR-10000422,8.76,?,0.2,0.7665,credit_card,4
CA-2015-113145,TEC-PH-10002597,503.96,4,0.0,125.99,credit_card,2
CA-2016-123946,OFF-ST-10000419,67.9,5,0.0,0.679,credit_card,8
US-2015-138919,FUR-TA-10004154,344.22,2,0.4,-103.266,credit_card,6
CA-2017-134404,TEC-PH-10000576,164.388,2,0.4,-35.6174,credit_card,NULL
CA-2014-164742,OFF-BI-10004738,18.94,?,0.0,9.47,credit_card,2
CA-2015-102015,OFF-AR-10004685,9.26,?,0.0,3.0558,credit_card,6
CA-2016-125738,OFF-PA-10000740,45.68,2,0.0,21.0128,credit_card,2
CA-2016-164399,FUR-TA-10003392,674.352,3,0.2,-8.4294,credit_card,3
US-2017-132059,FUR-BO-10001811,180.588,2,0.7,-240.784,credit_card,10
US-2014-151015,OFF-BI-10000343,2.946,3,0.8,-4.8609,credit_card,5
US-2017-169551,TEC-AC-10002018,16.776,3,0.2,4.8231,credit_card,4
CA-2017-138870,OFF-PA-10004438,24.56,2,0.0,11.5432,credit_card,3
CA-2014-169684,FUR-TA-10003008,328.59,3,0.4,-147.8655,credit_card,3
CA-2017-139311,OFF-AR-10004582,9.184,7,0.2,2.87,credit_card,2
CA-2017-122700,TEC-PH-10003092,220.752,?,0.4,-40.4712,credit_card,3
CA-2015-110814,OFF-BI-10002026,232.4,5,0.2,78.435,credit_card,8
CA-2014-164385,OFF-AP-10002191,143.952,3,0.2,14.3952,credit_card,4
US-2016-157490,TEC-AC-10001553,67.96,5,0.2,0.8495,credit_card,5
CA-2017-141719,TEC-AC-10003610,239.96,5,0.2,83.986,credit_card,4
CA-2017-118857,FUR-FU-10004460,196.45,5,0.0,70.722,credit_card,2
CA-2016-146437,OFF-AR-10000588,39.68,2,0.0,10.3168,credit_card,6
CA-2014-164315,TEC-PH-10001128,1049.93,7,0.0,293.9804,credit_card,1
US-2015-126753,OFF-BI-10003981,2.724,2,0.7,-1.9068,credit_card,NULL
CA-2017-113278,OFF-ST-10001590,67.4,5,0.0,17.524,credit_card,NULL
CA-2016-166674,OFF-ST-10001469,161.94,3,0.0,9.7164,,1
US-2017-161935,OFF-AR-10004757,13.12,?,0.2,2.132,credit_card,4
US-2015-149692,OFF-BI-10002813,2.772,?,0.8,-4.851,credit_card,NULL
CA-2016-151561,OFF-SU-10001574,10.95,3,0.0,3.285,credit_card,3
CA-2015-123939,OFF-ST-10003208,435.504,3,0.2,48.9942,credit_card,1
US-2016-101196,OFF-ST-10004804,82.368,2,0.2,-19.5624,credit_card,1
CA-2017-148985,FUR-FU-10001424,34.92,4,0.0,11.8728,credit_card,4
CA-2017-144904,OFF-LA-10001158,20.7,2,0.0,9.936,credit_card,NULL
CA-2017-144848,TEC-PH-10002262,119.02,2,0.0,33.3256,credit_card,1
US-2014-139500,FUR-CH-10002017,37.296,2,0.3,-1.0656,credit_card,3
CA-2016-168032,FUR-TA-10004256,626.1,3,0.5,-538.446,credit_card,1
CA-2014-121769,FUR-TA-10004442,172.11,1,0.4,-94.6605,credit_card,2
US-2014-105137,TEC-MA-10002694,101.994,2,0.7,-71.3958,credit_card,10
CA-2017-143112,FUR-CH-10002880,221.382,2,0.1,2.4598,credit_card,1
CA-2015-135580,OFF-ST-10000798,74.94,3,0.0,14.2386,credit_card,3
CA-2017-117401,OFF-AP-10000938,706.86,7,0.0,197.9208,credit_card,3
CA-2017-126067,TEC-PH-10000912,35.168,4,0.2,11.4296,credit_card,4
CA-2016-137330,OFF-AP-10001492,60.34,7,0.0,15.6884,,2
CA-2015-120103,TEC-PH-10002170,111.984,2,0.2,11.1984,credit_card,3
CA-2017-144526,OFF-BI-10002353,13.896,3,0.7,-9.264,credit_card,1
CA-2016-163755,FUR-FU-10003394,209.88,3,0.0,35.6796,credit_card,10
US-2016-164196,FUR-TA-10001950,2678.94,6,0.0,241.1046,credit_card,2
