Order_id,Product_id,Sales,Quantity,discount,profit,payment_type,payment_installments
CA-2014-108182,OFF-BI-10001196,8.952,2,0.8,-14.7708,credit_card,4
CA-2017-139948,FUR-FU-10002597,7.904,2,0.2,2.1736,credit_card,3
CA-2014-151946,OFF-AP-10001626,15.56,4,0.0,4.0456,credit_card,2
CA-2017-158953,OFF-BI-10002557,6.37,7,0.8,-9.555,credit_card,3
CA-2016-130484,OFF-BI-10000088,26.352,8,0.7,-18.4464,voucher,1
CA-2017-114055,OFF-PA-10000994,629.1,6,0.0,301.968,voucher,1
CA-2014-161508,OFF-AR-10003158,22.288,7,0.2,3.9004,credit_card,1
CA-2016-159023,TEC-MA-10003337,179.991,3,0.7,-251.9874,credit_card,2
CA-2017-148138,OFF-ST-10000563,51.168,2,0.2,-6.396,credit_card,1
CA-2017-118773,OFF-BI-10004584,252.784,4,0.8,-417.0936,?,2
CA-2017-140151,TEC-CO-10004722,13999.96,4,0.0,6719.9808,credit_card,8
CA-2016-124590,OFF-FA-10000585,16.752,6,0.2,5.4444,credit_card,4
CA-2014-107916,FUR-FU-10004586,13.28,2,0.0,6.3744,credit_card,1
CA-2017-151211,TEC-AC-10004510,98.16,6,0.0,9.816,?,5
CA-2014-151792,TEC-AC-10001606,239.976,3,0.2,53.9946,credit_card,3
US-2016-110156,OFF-BI-10003676,10.78,5,0.8,-17.248,credit_card,5
CA-2017-115175,OFF-PA-10001878,$244.55,5,0.0,114.9385,credit_card,1
CA-2014-101770,OFF-BI-10001097,1.869,1,0.7,-1.3083,credit_card,3
US-2014-107405,OFF-ST-10002301,16.272,1,0.2,-3.8646,credit_card,2
CA-2016-161207,OFF-SU-10000381,27.93,3,0.0,8.0997,credit_card,4
CA-2017-116113,FUR-FU-10002963,$10.16,2,0.0,3.4544,credit_card,8
CA-2014-167724,OFF-LA-10002368,7.83,3,0.0,3.6018,credit_card,3
US-2016-125402,OFF-LA-10001771,4.98,1,0.0,2.2908,credit_card,8
CA-2015-114811,TEC-PH-10004165,549.98,2,0.0,142.9948,credit_card,10
CA-2017-134306,OFF-AR-10004027,7.56,3,0.0,3.0996,credit_card,5
CA-2017-121580,OFF-BI-10000632,43.41,1,0.0,19.9686,credit_card,3
US-2017-155999,OFF-BI-10000404,13.76,2,0.2,4.644,credit_card,8
CA-2017-136609,OFF-PA-10004381,115.296,3,0.2,40.3536,credit_card,1
CA-2017-161956,OFF-PA-10001289,$116.28,3,0.0,56.9772,credit_card,7
CA-2016-122903,OFF-PA-10001790,144.12,3,0.0,69.1776,credit_card,3
CA-2016-166163,TEC-PH-10004896,$71.98,3,0.2,7.1976,credit_card,3
CA-2017-133102,OFF-AP-10001563,38.864,4,0.8,-99.1032,?,2
CA-2016-102162,TEC-CO-10001943,1599.92,8,0.0,751.9624,credit_card,2
CA-2017-152198,OFF-LA-10000443,$17.71,6,0.2,5.9778,credit_card,6
CA-2017-127922,OFF-PA-10001204,$8.45,2,0.2,2.64,credit_card,2
CA-2015-163104,OFF-PA-10001947,$11.96,2,0.0,5.8604,credit_card,2
CA-2017-127782,OFF-EN-10003845,8.856,3,0.2,2.8782,credit_card,2
CA-2014-105417,OFF-BI-10003708,10.43,7,0.8,-18.2525,?,2
CA-2016-166373,TEC-AC-10002323,106.08,6,0.2,-9.282,credit_card,1
CA-2017-135111,OFF-BI-10004040,$25.90,5,0.0,12.691,credit_card,5
CA-2017-132437,OFF-ST-10001031,$65.12,4,0.0,16.9312,credit_card,4
CA-2017-131492,OFF-LA-10001641,$31.50,10,0.0,15.12,?,3
US-2015-141684,OFF-PA-10002870,$24.96,4,0.0,11.232,credit_card,1
CA-2015-127754,FUR-CH-10003199,266.352,3,0.2,13.3176,credit_card,4
US-2016-119270,OFF-PA-10004022,19.98,2,0.0,8.991,credit_card,10
CA-2016-116379,OFF-BI-10001543,57.584,2,0.2,20.1544,credit_card,5
CA-2015-103870,TEC-AC-10004227,$72.74,7,0.2,-12.7302,credit_card,10
CA-2017-139416,FUR-FU-10003832,15.008,2,0.2,1.5008,credit_card,1
CA-2015-153388,OFF-AR-10001868,6.72,4,0.0,3.36,credit_card,1
CA-2014-140396,OFF-PA-10000223,25.92,4,0.0,12.4416,credit_card,2
CA-2015-104948,OFF-PA-10004610,29.96,7,0.0,13.482,credit_card,3
CA-2017-105480,OFF-PA-10002787,$6.48,1,0.0,3.1104,credit_card,9
CA-2015-135622,OFF-PA-10000100,360.712,11,0.2,130.7581,credit_card,4
CA-2016-155481,TEC-PH-10002293,23.988,2,0.4,-4.7976,credit_card,3
CA-2017-137505,FUR-TA-10000617,364.08,2,0.2,9.102,credit_card,3
US-2015-156797,OFF-AR-10001427,11.96,2,0.0,3.1096,credit_card,10
CA-2016-159016,OFF-PA-10004405,14.9,5,0.0,7.152,credit_card,8
CA-2015-100216,OFF-PA-10000788,31.104,6,0.2,10.8864,credit_card,2
US-2016-153815,FUR-CH-10000513,207.984,2,0.2,-28.5978,credit_card,12
CA-2015-130974,OFF-PA-10003823,154.9,5,0.0,69.705,credit_card,2
US-2016-117387,OFF-BI-10004308,67.136,4,0.2,25.176,?,8
CA-2017-117212,OFF-AP-10004532,81.92,4,0.0,22.1184,credit_card,8
CA-2015-144806,OFF-PA-10003039,198.272,8,0.2,61.96,credit_card,12
CA-2017-115322,OFF-AR-10004456,$43.92,3,0.0,12.7368,credit_card,8
CA-2015-152611,OFF-AR-10003903,286.79,7,0.0,74.5654,credit_card,5
CA-2017-108294,OFF-BI-10004965,34.5,3,0.0,15.525,credit_card,5
CA-2014-109127,OFF-LA-10004409,17.28,6,0.0,7.9488,credit_card,1
CA-2017-133095,OFF-BI-10002353,108.08,7,0.0,54.04,?,8
US-2017-117247,FUR-TA-10002958,652.45,5,0.5,-430.617,?,1
CA-2016-142902,FUR-FU-10001756,$15.23,1,0.2,1.7136,credit_card,3
CA-2014-166471,TEC-PH-10000038,219.168,2,0.2,-43.8336,credit_card,10
CA-2016-150350,OFF-AP-10001492,$43.10,5,0.0,11.206,credit_card,6
CA-2015-139584,FUR-TA-10001539,284.364,2,0.4,-75.8304,credit_card,5
CA-2017-139444,OFF-LA-10000134,$9.86,4,0.2,3.4496,credit_card,3
US-2017-142573,FUR-TA-10001932,801.6,5,0.5,-448.896,credit_card,1
US-2017-119816,OFF-LA-10002381,2.464,1,0.2,0.8624,credit_card,1
US-2016-156986,OFF-BI-10002498,16.821,3,0.7,-12.8961,credit_card,5
CA-2016-133550,TEC-PH-10001079,118.99,1,0.0,33.3172,?,10
CA-2015-134747,TEC-PH-10001750,263.96,4,0.0,71.2692,credit_card,2
US-2017-140907,TEC-AC-10004510,49.08,3,0.0,4.908,credit_card,3
US-2017-118087,FUR-FU-10001867,17.024,2,0.2,1.7024,credit_card,10
CA-2017-138422,OFF-EN-10004147,$14.35,3,0.2,5.2026,credit_card,10
CA-2015-161998,OFF-AR-10004022,172.704,6,0.2,10.794,credit_card,3
US-2017-135986,TEC-PH-10003691,$503.96,4,0.0,125.99,credit_card,2
CA-2014-127691,TEC-AC-10002567,159.98,2,0.0,57.5928,credit_card,2
CA-2014-118976,OFF-ST-10000877,497.61,9,0.0,129.3786,credit_card,4
CA-2016-163328,FUR-CH-10000229,650.352,3,0.2,-97.5528,credit_card,10
CA-2015-151841,OFF-SU-10001574,5.84,2,0.2,0.73,credit_card,4
CA-2017-131492,FUR-TA-10003837,24.368,2,0.2,-3.3506,?,5
CA-2016-144092,OFF-EN-10001434,$158.13,3,0.0,77.4837,credit_card,1
CA-2016-146318,OFF-PA-10003953,12.96,2,0.0,6.2208,credit_card,10
CA-2017-140872,OFF-AP-10002287,24.472,7,0.2,1.8354,credit_card,3
CA-2015-113131,OFF-EN-10003068,15.84,2,0.2,5.544,credit_card,1
CA-2015-109575,TEC-PH-10000895,1259.93,7,0.0,327.5818,credit_card,10
CA-2015-153416,OFF-BI-10002706,91.392,8,0.2,29.7024,credit_card,4
US-2017-110646,TEC-PH-10002807,118.65,5,0.4,19.775,?,3
CA-2015-137897,OFF-PA-10004041,37.0,5,0.0,16.65,credit_card,3
US-2015-100377,TEC-CO-10001046,2799.96,5,0.2,874.9875,credit_card,4
CA-2016-133613,TEC-PH-10004539,566.97,3,0.0,153.0819,credit_card,1
CA-2017-150091,FUR-FU-10004053,$40.48,2,0.0,17.4064,credit_card,6
CA-2014-153969,TEC-PH-10001299,239.984,2,0.2,23.9984,credit_card,10
CA-2016-132899,OFF-AR-10002833,3.64,2,0.0,0.9828,credit_card,1
CA-2015-149587,OFF-PA-10003177,12.96,2,0.0,6.2208,credit_card,3
CA-2016-103730,FUR-FU-10002157,$47.04,3,0.0,18.3456,debit_card,1
CA-2016-165330,FUR-CH-10003774,363.92,5,0.2,-31.843,credit_card,5
CA-2017-152142,FUR-CH-10002965,321.568,2,0.2,28.1372,?,1
CA-2015-155068,TEC-PH-10004924,11.824,2,0.2,1.0346,credit_card,3
CA-2016-145905,OFF-ST-10003716,900.08,4,0.0,117.0104,credit_card,1
US-2014-113124,OFF-ST-10001511,$129.30,2,0.0,6.465,credit_card,4
CA-2016-121034,OFF-PA-10001994,53.952,3,0.2,17.5344,credit_card,2
CA-2015-131338,OFF-BI-10000545,1217.568,2,0.2,456.588,credit_card,2
CA-2015-129896,OFF-PA-10002245,9.568,2,0.2,2.99,credit_card,6
CA-2017-118003,FUR-FU-10002506,12.99,1,0.0,1.5588,credit_card,8
CA-2017-124597,OFF-LA-10003190,$4.61,2,0.2,1.6704,credit_card,5
CA-2014-154627,TEC-PH-10001363,2735.952,6,0.2,341.994,?,5
CA-2017-167227,OFF-PA-10001838,$11.76,2,0.0,5.7624,credit_card,2
CA-2016-145625,TEC-AC-10003832,3347.37,13,0.0,636.0003,credit_card,1
CA-2015-128083,OFF-EN-10004030,8.688,3,0.2,2.9322,credit_card,1
CA-2016-120803,TEC-AC-10004469,199.75,5,0.0,87.89,credit_card,10
CA-2017-131156,FUR-FU-10001940,25.472,4,0.2,7.6416,credit_card,2
US-2016-123470,OFF-AP-10003287,122.328,3,0.2,12.2328,credit_card,8
CA-2017-133067,OFF-BI-10003694,9.396,3,0.7,-7.5168,credit_card,10
CA-2014-142769,FUR-FU-10001918,14.19,3,0.0,5.5341,credit_card,6
CA-2014-144624,TEC-PH-10002885,4548.81,7,0.0,1228.1787,credit_card,3
CA-2017-101245,OFF-PA-10003129,244.55,5,0.0,114.9385,credit_card,8
CA-2016-112830,FUR-FU-10004845,$82.64,2,0.2,0.0,credit_card,6
CA-2015-166604,OFF-EN-10004147,17.94,3,0.0,8.7906,credit_card,5
CA-2016-117604,OFF-PA-10001357,239.5,5,0.0,114.96,credit_card,2
CA-2015-141936,OFF-BI-10002194,19.152,3,0.2,6.4638,credit_card,6
CA-2017-110905,OFF-BI-10003669,16.2,3,0.0,7.776,?,1
US-2014-157847,OFF-PA-10001593,33.488,7,0.2,10.465,credit_card,6
CA-2016-159695,OFF-ST-10003442,$158.37,7,0.2,13.8572,credit_card,2
CA-2014-108189,OFF-PA-10001838,9.408,2,0.2,3.4104,credit_card,8
CA-2016-123050,TEC-AC-10001109,89.97,3,0.0,37.7874,credit_card,8
CA-2015-119690,OFF-PA-10001019,47.952,3,0.2,16.1838,credit_card,5
CA-2014-123295,FUR-CH-10002372,$259.14,4,0.2,-25.9136,?,1
CA-2016-164154,OFF-BI-10001658,22.428,3,0.7,-17.9424,credit_card,10
US-2014-164763,OFF-AP-10003971,32.67,3,0.0,8.4942,credit_card,1
CA-2014-169019,FUR-FU-10004666,17.496,3,0.6,-10.0602,credit_card,1
CA-2017-107321,OFF-BI-10004022,$6.67,3,0.2,2.1684,credit_card,2
CA-2015-111514,TEC-AC-10004864,36.51,1,0.0,15.6993,credit_card,10
CA-2014-125612,OFF-SU-10002537,102.3,10,0.0,26.598,credit_card,8
CA-2014-162775,OFF-EN-10001532,50.94,3,0.0,25.47,credit_card,1
US-2017-166688,OFF-BI-10004040,8.288,2,0.2,3.0044,credit_card,3
US-2014-112564,OFF-BI-10004876,2.502,3,0.7,-1.7514,credit_card,10
CA-2014-130624,OFF-PA-10003883,19.65,3,0.0,9.039,credit_card,2
CA-2017-107958,OFF-PA-10000357,$163.96,5,0.2,59.4355,credit_card,2
CA-2014-112837,FUR-FU-10004006,127.95,3,0.0,21.7515,credit_card,6
CA-2017-132521,OFF-ST-10001325,31.44,3,0.0,8.4888,credit_card,3
CA-2017-169894,OFF-BI-10004230,20.724,2,0.7,-15.1976,credit_card,1
CA-2015-112305,FUR-FU-10002364,$22.14,3,0.0,6.4206,credit_card,2
CA-2016-148684,FUR-FU-10003553,$343.85,5,0.0,137.54,credit_card,3
CA-2017-151484,FUR-FU-10001876,51.968,2,0.2,10.3936,credit_card,5
CA-2015-146948,FUR-CH-10004853,150.98,1,0.0,43.7842,credit_card,5
CA-2016-123932,OFF-PA-10004665,41.92,4,0.2,15.196,?,10
CA-2014-115973,OFF-AR-10004757,2.624,1,0.2,0.4264,credit_card,2
CA-2016-146374,OFF-PA-10000349,4.98,1,0.0,2.3406,credit_card,8
CA-2017-110310,OFF-BI-10001097,5.607,3,0.7,-3.9249,credit_card,11
CA-2016-128811,OFF-FA-10000585,10.47,3,0.0,4.8162,credit_card,1
CA-2017-155698,OFF-LA-10001158,20.7,2,0.0,9.936,credit_card,10
US-2014-120175,OFF-EN-10003862,64.02,6,0.0,29.4492,credit_card,2
CA-2016-131205,FUR-FU-10003347,$42.60,3,0.0,16.614,?,6
CA-2015-161795,OFF-AR-10001919,3.008,2,0.2,0.3384,credit_card,4
CA-2016-125087,FUR-CH-10002880,344.372,4,0.3,-93.4724,credit_card,1
US-2016-157945,FUR-CH-10002331,747.558,3,0.3,-96.1146,credit_card,3
CA-2015-164623,OFF-PA-10000249,24.56,2,0.0,11.5432,credit_card,2
CA-2015-131338,TEC-PH-10000984,979.95,5,0.0,274.386,credit_card,2
CA-2015-164427,TEC-AC-10004469,239.7,6,0.0,105.468,credit_card,10
CA-2015-126725,OFF-ST-10000129,777.21,7,0.0,54.4047,credit_card,5
CA-2015-144253,FUR-FU-10002671,26.8,2,0.0,12.864,credit_card,4
CA-2017-147452,OFF-PA-10001838,11.76,2,0.0,5.7624,credit_card,2
US-2017-103828,OFF-AP-10004249,83.79,7,0.0,22.6233,credit_card,5
CA-2016-152555,FUR-CH-10002965,$844.12,6,0.3,-36.1764,credit_card,1
CA-2017-156951,OFF-PA-10004451,$19.44,3,0.0,9.3312,?,1
CA-2014-125514,OFF-AP-10000358,25.96,2,0.0,7.5284,credit_card,6
CA-2017-156951,OFF-BI-10001107,81.088,7,0.2,27.3672,credit_card,3
CA-2016-135776,OFF-AR-10001231,4.2,2,0.0,1.176,credit_card,3
CA-2016-118934,OFF-BI-10004465,11.88,5,0.7,-7.92,credit_card,2
CA-2015-124107,TEC-PH-10003875,29.16,3,0.0,8.4564,credit_card,8
CA-2017-140872,OFF-PA-10000809,15.552,3,0.2,5.4432,credit_card,3
CA-2016-128412,OFF-AP-10000252,35.1,3,0.0,12.285,credit_card,1
CA-2017-122490,OFF-LA-10001613,8.64,3,0.0,4.2336,credit_card,9
CA-2014-111871,FUR-BO-10004218,1198.33,10,0.15,70.49,credit_card,8
CA-2015-109386,OFF-AP-10003266,44.43,3,0.0,18.6606,credit_card,8
CA-2017-101581,FUR-TA-10002607,177.225,5,0.5,-120.513,credit_card,4
CA-2016-130946,OFF-BI-10004995,1088.792,4,0.8,-1850.9464,?,1
CA-2015-155306,TEC-AC-10003174,$323.37,3,0.0,129.348,credit_card,8
CA-2017-166093,OFF-EN-10003134,23.36,2,0.0,11.68,credit_card,15
CA-2016-146934,OFF-AP-10003217,662.84,4,0.0,172.3384,?,10
CA-2015-149713,OFF-SU-10001574,7.3,2,0.0,2.19,credit_card,1
CA-2017-105333,TEC-PH-10001468,546.06,3,0.0,163.818,credit_card,5
US-2016-107440,TEC-MA-10001047,9099.93,7,0.0,2365.9818,credit_card,3
US-2014-106992,TEC-MA-10003353,2519.958,7,0.4,-251.9958,credit_card,3
US-2014-120236,OFF-BI-10004099,7.68,5,0.8,-11.52,?,1
CA-2014-166471,TEC-PH-10001530,1091.168,4,0.2,68.198,?,5
CA-2015-144099,OFF-BI-10001078,$4.30,1,0.2,1.5602,credit_card,3
CA-2015-146038,FUR-CH-10002774,$203.92,5,0.2,22.941,credit_card,2
CA-2016-145261,TEC-PH-10004833,28.68,3,0.2,-7.17,credit_card,10
CA-2016-145303,OFF-BI-10002414,10.024,4,0.8,-16.5396,credit_card,4
CA-2015-126137,FUR-BO-10004409,120.666,2,0.15,18.4548,credit_card,6
CA-2014-115791,FUR-FU-10001095,$127.10,6,0.2,28.5984,credit_card,1
CA-2014-123498,OFF-EN-10004773,74.352,3,0.2,26.9526,credit_card,3
CA-2016-167241,OFF-PA-10004911,$37.52,4,0.0,18.0096,credit_card,2
CA-2017-114370,TEC-PH-10000213,49.616,2,0.2,4.9616,credit_card,2
US-2017-100048,TEC-PH-10003012,307.98,2,0.0,89.3142,credit_card,6
CA-2017-107125,OFF-BI-10001989,117.488,7,0.2,41.1208,?,5
CA-2016-107328,OFF-BI-10002160,$15.24,5,0.2,5.334,credit_card,4
US-2017-146416,OFF-BI-10001787,20.928,4,0.2,7.5864,credit_card,6
CA-2016-132066,FUR-TA-10001539,142.182,1,0.4,-37.9152,credit_card,1
CA-2015-137302,FUR-CH-10002017,63.936,3,0.2,6.3936,credit_card,3
CA-2017-151190,OFF-PA-10000575,20.07,3,0.0,9.2322,credit_card,2
CA-2016-110492,OFF-BI-10003274,15.92,4,0.0,7.4824,credit_card,2
CA-2017-157252,FUR-CH-10003396,207.846,3,0.1,2.3094,credit_card,10
CA-2014-156545,OFF-AR-10003560,19.456,4,0.2,3.4048,credit_card,1
CA-2017-100601,OFF-ST-10002486,48.86,7,0.0,0.9772,?,1
CA-2017-161956,FUR-CH-10004886,230.28,3,0.2,23.028,credit_card,1
CA-2017-137365,TEC-AC-10001767,95.976,3,0.2,-10.7973,credit_card,1
CA-2014-154599,FUR-BO-10001337,308.499,3,0.15,-18.147,credit_card,8
CA-2017-108322,TEC-AC-10003433,$2.38,3,0.2,0.7425,credit_card,1
CA-2017-153843,OFF-BI-10002353,$30.88,2,0.0,15.44,credit_card,5
US-2016-132857,OFF-AR-10003251,6.672,3,0.2,1.668,credit_card,6
CA-2017-131807,FUR-FU-10004666,72.9,5,0.0,26.973,credit_card,1
CA-2014-136644,FUR-CH-10000225,647.84,8,0.0,32.392,credit_card,3
CA-2016-113551,OFF-PA-10004665,83.84,8,0.2,30.392,credit_card,3
CA-2017-141117,OFF-BI-10003676,22.638,7,0.7,-16.6012,credit_card,3
US-2014-143287,OFF-PA-10001776,46.35,5,0.0,21.7845,credit_card,1
CA-2015-153752,TEC-PH-10001615,173.94,6,0.0,50.4426,credit_card,10
CA-2015-155124,TEC-PH-10003356,$16.78,3,0.2,1.6776,credit_card,10
CA-2015-149846,OFF-ST-10002406,104.79,7,0.0,29.3412,credit_card,4
CA-2016-137239,OFF-BI-10002827,$3.32,2,0.7,-2.6544,credit_card,10
CA-2017-147844,OFF-PA-10003016,$15.70,5,0.0,7.065,credit_card,5
CA-2014-137092,OFF-ST-10003805,505.32,3,0.2,31.5825,credit_card,5
CA-2016-159912,OFF-BI-10002071,3.486,2,0.7,-2.7888,credit_card,1
CA-2014-116666,TEC-CO-10001449,1799.97,5,0.4,239.996,credit_card,4
US-2016-114174,OFF-LA-10000248,14.76,4,0.0,6.9372,credit_card,10
CA-2017-140949,OFF-ST-10003455,46.53,3,0.0,12.0978,credit_card,1
US-2015-108966,FUR-TA-10000577,957.5775,5,0.45,-383.031,?,6
US-2014-160444,OFF-ST-10000563,$281.42,11,0.2,-35.178,credit_card,4
CA-2017-152135,TEC-PH-10003505,445.44,8,0.4,-81.664,credit_card,1
CA-2014-116190,FUR-FU-10000719,25.71,3,0.0,9.2556,credit_card,3
CA-2015-149846,TEC-MA-10004002,2973.32,7,0.2,334.4985,credit_card,7
CA-2014-117765,OFF-BI-10000474,$32.06,2,0.0,15.3888,credit_card,1
CA-2016-110772,OFF-LA-10004689,18.496,8,0.2,6.2424,credit_card,4
CA-2015-109337,OFF-AP-10004052,19.75,5,0.0,5.135,credit_card,1
CA-2015-137708,OFF-PA-10000176,37.94,2,0.0,18.2112,credit_card,2
CA-2016-131205,OFF-ST-10002583,129.92,4,0.0,5.1968,credit_card,1
CA-2017-131653,OFF-LA-10001045,5.22,2,0.0,2.4012,credit_card,3
CA-2014-103849,TEC-AC-10001465,58.112,2,0.2,7.264,credit_card,1
CA-2016-123533,OFF-PA-10001609,10.528,4,0.2,3.4216,credit_card,1
CA-2017-124716,OFF-PA-10001144,110.96,2,0.0,53.2608,credit_card,2
CA-2017-160031,OFF-PA-10000241,74.352,3,0.2,23.235,credit_card,2
CA-2017-143756,FUR-CH-10001854,701.96,2,0.0,168.4704,credit_card,7
CA-2015-151043,TEC-AC-10001090,47.984,2,0.2,-1.1996,credit_card,8
CA-2016-145583,OFF-AR-10001149,11.52,4,0.0,3.456,?,1
CA-2015-155068,OFF-AR-10002656,10.688,2,0.2,2.2712,credit_card,1
CA-2015-117898,OFF-EN-10004459,12.224,2,0.2,4.4312,debit_card,3
CA-2015-155586,OFF-AR-10001547,2.21,1,0.0,0.5967,credit_card,1
CA-2014-152268,OFF-BI-10001359,1793.98,2,0.0,843.1706,credit_card,2
CA-2017-146164,OFF-ST-10001228,31.16,2,0.0,7.79,credit_card,10
CA-2017-144638,OFF-AR-10003958,5.248,2,0.2,0.5904,credit_card,2
CA-2016-119865,FUR-BO-10003272,353.568,2,0.2,-44.196,credit_card,1
CA-2016-123120,OFF-SU-10002503,22.72,4,0.0,6.5888,credit_card,1
