order_id,customer_id,vendor_id,ship_mode,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
US-2016-103646,BN-11515,VEN02,Standard Class,delivered,08/01/2018 13:52,08/01/2018 14:05,08/03/2018 11:20,08/07/2018 20:33,08/20/2018 00:00
CA-2014-113047,BP-11185,VEN02,Same Day,delivered,03/13/2017 22:07,03/13/2017 22:07,03/14/2017 15:09,04/04/2017 14:27,04/05/2017 00:00
CA-2015-167479,BF-11020,VEN02,Standard Class,delivered,09/12/2017 11:25,09/12/2017 11:44,09/13/2017 17:17,09/29/2017 21:15,10/03/2017 00:00
CA-2014-155208,BP-11185,VEN04,Standard Class,delivered,07/13/2018 19:38,07/13/2018 19:45,07/18/2018 14:09,07/27/2018 16:18,07/30/2018 00:00
CA-2015-157959,XP-21865,VEN02,First Class,delivered,12/11/2017 09:10,12/11/2017 09:18,12/16/2017 01:07,12/19/2017 19:58,01/02/2018 00:00
CA-2016-150000,PS-18970,VEN02,Standard Class,delivered,03/07/2018 22:37,03/07/2018 22:50,03/08/2018 21:04,03/13/2018 19:22,04/05/2018 00:00
CA-2014-127558,CA-12310,VEN02,First Class,delivered,08/17/2018 09:08,08/17/2018 09:29,08/17/2018 19:55,08/18/2018 17:12,08/22/2018 00:00
CA-2017-157112,SK-19990,VEN02,First Class,delivered,10/22/2017 15:03,10/23/2017 17:36,10/24/2017 16:58,11/07/2017 23:41,11/22/2017 00:00
CA-2015-157084,BD-11725,VEN02,Standard Class,delivered,03/07/2018 22:17,03/07/2018 22:30,03/08/2018 23:17,03/09/2018 23:58,03/19/2018 00:00
CA-2016-149797,BB-10990,VEN02,Standard Class,delivered,04/13/2018 18:37,04/13/2018 18:52,04/16/2018 15:16,04/17/2018 23:52,05/16/2018 00:00
CA-2015-142993,DB-13615,VEN02,Standard Class,delivered,03/18/2018 12:30,03/18/2018 12:47,03/22/2018 16:32,04/10/2018 21:46,04/12/2018 00:00
CA-2016-149762,SP-20545,VEN02,Standard Class,delivered,05/08/2018 19:59,05/08/2018 20:54,05/09/2018 16:36,05/10/2018 17:45,05/21/2018 00:00
CA-2016-109827,JD-15895,VEN03,Standard Class,delivered,06/20/2018 15:33,06/20/2018 16:01,06/21/2018 14:19,06/30/2018 00:47,07/20/2018 00:00
CA-2014-101266,LC-17140,VEN02,Second Class,delivered,06/07/2017 18:06,06/09/2017 19:10,06/13/2017 09:10,06/27/2017 14:41,07/04/2017 00:00
CA-2016-125794,KW-16435,VEN02,Standard Class,delivered,12/07/2017 23:28,12/07/2017 23:36,12/08/2017 23:42,01/04/2018 16:54,01/02/2018 00:00
US-2017-103226,ON-18715,VEN02,Standard Class,delivered,01/24/2018 21:29,01/26/2018 03:16,01/29/2018 18:45,02/10/2018 00:52,02/19/2018 00:00
US-2016-153815,DW-13480,VEN01,First Class,delivered,06/07/2017 18:02,06/09/2017 02:15,06/12/2017 10:47,06/24/2017 10:03,06/30/2017 00:00
CA-2014-142048,AS-10225,VEN02,First Class,delivered,11/26/2017 11:20,11/26/2017 11:31,11/27/2017 16:36,11/30/2017 13:08,12/12/2017 00:00
CA-2017-117212,EM-14095,VEN01,Second Class,delivered,11/27/2017 00:58,11/27/2017 01:12,11/28/2017 16:43,12/11/2017 17:33,12/21/2017 00:00
CA-2015-143105,JE-15745,VEN04,Same Day,delivered,08/02/2017 14:49,08/02/2017 15:03,08/03/2017 20:49,08/08/2017 19:03,08/24/2017 00:00
CA-2017-143063,AC-10420,VEN01,Standard Class,delivered,01/14/2018 22:37,01/14/2018 22:49,01/16/2018 19:05,02/25/2018 16:22,02/16/2018 00:00
CA-2014-152849,ON-18715,VEN02,Standard Class,delivered,10/05/2017 09:53,10/05/2017 10:07,10/05/2017 17:49,10/16/2017 19:15,11/03/2017 00:00
CA-2017-117870,BK-11260,VEN02,Second Class,delivered,11/24/2017 14:41,11/24/2017 16:52,11/28/2017 17:56,12/16/2017 16:05,12/28/2017 00:00
CA-2016-127761,CJ-12010,VEN02,Standard Class,delivered,11/22/2017 09:51,11/22/2017 09:59,11/24/2017 18:56,12/06/2017 14:16,12/12/2017 00:00
CA-2017-151183,DK-13225,VEN02,Standard Class,delivered,02/12/2017 21:41,02/12/2017 21:50,02/13/2017 16:16,02/15/2017 17:22,03/10/2017 00:00
CA-2017-120404,DR-12880,VEN02,Second Class,delivered,05/10/2017 17:04,05/11/2017 17:10,05/12/2017 10:33,05/22/2017 14:18,06/01/2017 00:00
CA-2014-107769,EL-13735,VEN04,Standard Class,delivered,06/22/2018 19:23,06/22/2018 19:38,06/27/2018 06:22,07/03/2018 07:36,07/17/2018 00:00
CA-2017-134173,AD-10180,VEN02,Standard Class,shipped,07/11/2017 21:06,07/11/2017 21:43,07/18/2017 12:42,,08/02/2017 00:00
CA-2017-161655,KL-16555,VEN02,Second Class,delivered,09/17/2017 22:37,09/17/2017 23:20,09/19/2017 21:03,09/26/2017 18:11,10/17/2017 00:00
CA-2017-128783,DJ-13510,VEN02,Same Day,delivered,09/04/2017 10:56,09/05/2017 04:15,09/08/2017 17:32,09/14/2017 17:46,09/29/2017 00:00
US-2014-166828,BB-11545,VEN04,First Class,delivered,08/13/2018 22:38,08/13/2018 22:50,08/14/2018 10:06,08/30/2018 09:26,08/31/2018 00:00
CA-2017-156622,CM-12385,VEN02,First Class,delivered,05/07/2018 23:49,05/09/2018 03:55,05/09/2018 14:01,05/23/2018 17:38,05/29/2018 00:00
CA-2014-111857,NK-18490,VEN04,Second Class,delivered,08/03/2018 16:58,08/03/2018 17:10,08/08/2018 14:01,08/13/2018 16:51,08/29/2018 00:00
CA-2017-112725,RA-19885,VEN04,Standard Class,delivered,07/26/2018 22:05,07/28/2018 02:35,07/30/2018 12:15,08/07/2018 23:36,08/13/2018 00:00
CA-2015-169278,JM-15265,VEN03,Standard Class,delivered,08/14/2018 14:08,08/14/2018 14:24,08/15/2018 13:55,08/17/2018 16:58,08/22/2018 00:00
US-2016-151862,PF-19165,VEN02,,delivered,03/28/2018 00:32,03/29/2018 18:35,04/04/2018 11:44,05/03/2018 21:04,05/09/2018 00:00
US-2017-136721,NF-18385,VEN01,Standard Class,delivered,03/22/2018 13:06,03/22/2018 13:15,03/23/2018 19:58,03/26/2018 11:12,04/04/2018 00:00
CA-2014-162866,JL-15835,VEN02,Standard Class,delivered,07/25/2017 23:16,07/25/2017 23:25,07/26/2017 20:22,08/16/2017 05:11,08/24/2017 00:00
CA-2016-118745,CC-12550,VEN02,Standard Class,delivered,08/31/2017 17:48,08/31/2017 18:05,09/04/2017 15:14,09/15/2017 20:05,09/22/2017 00:00
CA-2016-108350,AF-10885,VEN02,Second Class,delivered,07/01/2017 20:49,07/01/2017 20:55,07/04/2017 16:19,07/07/2017 15:34,07/24/2017 00:00
CA-2014-122679,AG-10675,VEN02,Standard Class,delivered,01/29/2018 09:49,01/29/2018 09:58,01/30/2018 18:05,02/06/2018 15:05,02/22/2018 00:00
US-2014-107699,BK-11260,VEN03,Standard Class,delivered,02/07/2018 09:19,02/07/2018 09:31,02/09/2018 19:53,02/16/2018 18:45,02/23/2018 00:00
CA-2014-164224,EB-13705,VEN01,Second Class,delivered,04/08/2018 11:34,04/08/2018 11:50,04/10/2018 23:19,04/19/2018 22:41,05/02/2018 00:00
CA-2015-125395,EP-13915,VEN02,Second Class,delivered,08/07/2018 14:12,08/09/2018 03:45,08/09/2018 14:27,08/10/2018 19:12,08/15/2018 00:00
US-2017-129441,AH-10195,VEN02,Standard Class,delivered,02/23/2018 20:39,02/24/2018 14:50,02/26/2018 19:08,04/02/2018 19:38,04/03/2018 00:00
US-2016-141880,DB-13210,VEN03,First Class,delivered,03/15/2018 18:39,03/15/2018 18:50,03/17/2018 00:18,03/17/2018 15:26,03/27/2018 00:00
CA-2014-156587,AC-10420,VEN01,First Class,delivered,05/17/2017 21:10,05/17/2017 21:22,05/19/2017 10:42,05/24/2017 11:07,06/08/2017 00:00
CA-2016-123015,BK-11260,VEN01,Standard Class,delivered,02/21/2018 20:35,02/21/2018 21:20,02/22/2018 21:04,03/21/2018 21:21,03/14/2018 00:00
CA-2016-113803,EP-13915,VEN01,First Class,delivered,07/11/2018 19:44,07/11/2018 19:55,07/16/2018 07:31,07/25/2018 15:46,08/06/2018 00:00
CA-2016-137848,FP-14320,VEN02,Standard Class,delivered,08/12/2018 18:24,08/14/2018 04:24,08/22/2018 08:46,08/27/2018 17:21,08/29/2018 00:00
CA-2016-128307,CS-12400,VEN02,Standard Class,delivered,07/16/2017 18:21,07/16/2017 18:30,07/21/2017 11:13,07/28/2017 17:59,08/08/2017 00:00
CA-2017-127306,DK-13150,VEN02,Standard Class,delivered,06/18/2018 09:30,06/18/2018 09:53,06/19/2018 16:18,06/22/2018 18:26,07/17/2018 00:00
US-2016-146570,BM-11785,VEN02,Standard Class,delivered,08/26/2017 10:48,08/29/2017 04:35,09/04/2017 19:42,09/15/2017 19:22,10/04/2017 00:00
CA-2015-158918,BF-11020,VEN02,Second Class,delivered,07/22/2018 23:27,07/23/2018 12:31,07/24/2018 09:31,07/25/2018 18:36,07/31/2018 00:00
CA-2015-123673,JC-15340,VEN02,Second Class,delivered,08/18/2017 00:33,08/18/2017 00:50,08/18/2017 21:44,08/21/2017 21:54,09/06/2017 00:00
CA-2017-157854,MS-17365,VEN01,Standard Class,delivered,10/03/2017 14:44,10/05/2017 02:49,10/06/2017 22:44,10/11/2017 19:07,11/01/2017 00:00
CA-2015-107468,KL-16555,VEN02,Standard Class,delivered,11/05/2017 19:07,11/05/2017 19:26,11/06/2017 21:06,11/14/2017 19:12,11/29/2017 00:00
CA-2016-117583,GB-14530,VEN01,First Class,delivered,03/05/2018 15:56,03/05/2018 16:15,03/06/2018 19:15,04/07/2018 19:41,03/21/2018 00:00
CA-2014-164903,BW-11110,VEN02,Standard Class,shipped,10/27/2017 12:56,10/30/2017 07:15,10/30/2017 21:37,,11/10/2017 00:00
CA-2017-118402,CK-12760,VEN03,Standard Class,delivered,01/05/2018 00:04,01/05/2018 00:14,01/08/2018 16:03,01/15/2018 21:28,01/30/2018 00:00
CA-2015-117898,CR-12625,VEN01,Standard Class,delivered,03/17/2018 17:38,03/17/2018 17:51,03/19/2018 23:48,03/20/2018 16:03,04/05/2018 00:00
CA-2017-101637,AH-10210,VEN03,Same Day,delivered,05/16/2018 10:55,05/17/2018 03:35,05/22/2018 12:37,05/23/2018 22:36,05/25/2018 00:00
CA-2016-165995,DK-13090,VEN02,Standard Class,delivered,08/21/2018 17:44,08/21/2018 17:55,08/28/2018 19:02,08/29/2018 16:54,08/30/2018 00:00
CA-2015-113404,RB-19795,VEN02,Same Day,delivered,12/28/2017 20:45,12/28/2017 22:32,01/02/2018 22:07,01/11/2018 17:39,02/05/2018 00:00
CA-2017-121314,CV-12805,VEN01,First Class,delivered,09/09/2017 17:13,09/10/2017 17:23,09/11/2017 21:46,09/12/2017 18:11,09/21/2017 00:00
CA-2017-162015,DC-13285,VEN02,Standard Class,delivered,02/14/2017 16:38,02/16/2017 02:23,02/17/2017 13:05,02/21/2017 10:04,03/15/2017 00:00
CA-2017-156951,PG-18820,VEN02,Standard Class,delivered,06/19/2017 08:03,06/19/2017 08:15,06/19/2017 20:57,06/25/2017 09:58,06/30/2017 00:00
CA-2017-115364,PG-18820,VEN01,Standard Class,processing,02/06/2017 15:33,02/06/2017 15:42,,,03/03/2017 00:00
CA-2016-128916,JE-15745,VEN02,Second Class,delivered,04/17/2018 00:15,04/17/2018 00:34,04/17/2018 19:11,04/18/2018 19:38,05/03/2018 00:00
US-2014-152723,TW-21025,VEN02,Same Day,delivered,03/17/2018 11:04,03/17/2018 11:28,03/20/2018 00:50,04/04/2018 18:34,04/05/2018 00:00
CA-2015-100888,KC-16675,VEN02,Standard Class,delivered,07/02/2018 11:41,07/05/2018 16:03,07/04/2018 11:36,07/10/2018 22:36,07/20/2018 00:00
CA-2015-136728,AS-10285,VEN01,Second Class,delivered,12/20/2017 11:46,12/21/2017 02:12,12/21/2017 18:38,01/02/2018 15:39,01/19/2018 00:00
CA-2014-152345,CC-12145,VEN02,Second Class,delivered,11/29/2017 18:10,11/29/2017 18:37,11/30/2017 20:28,12/28/2017 21:43,01/02/2018 00:00
CA-2017-100902,JE-15475,VEN02,Standard Class,delivered,07/24/2018 01:08,07/24/2018 10:40,07/24/2018 15:50,07/31/2018 17:38,08/16/2018 00:00
CA-2016-101623,VD-21670,VEN03,Standard Class,delivered,01/06/2018 16:36,01/06/2018 16:46,01/10/2018 20:51,02/06/2018 20:46,02/09/2018 00:00
CA-2015-169201,TW-21025,VEN02,First Class,delivered,08/17/2017 16:52,08/19/2017 02:30,08/22/2017 20:39,08/23/2017 15:16,09/11/2017 00:00
US-2016-105452,DB-13120,VEN02,Standard Class,delivered,04/28/2017 20:13,04/28/2017 20:25,05/02/2017 14:43,05/23/2017 15:39,06/08/2017 00:00
CA-2017-107720,ER-13855,VEN01,Standard Class,delivered,10/09/2017 19:42,10/10/2017 23:09,10/13/2017 13:59,10/23/2017 19:23,10/31/2017 00:00
CA-2017-129833,TS-21610,VEN01,Standard Class,delivered,08/15/2017 20:28,08/16/2017 00:04,08/16/2017 17:43,08/30/2017 17:52,09/15/2017 00:00
US-2017-145597,SK-19990,VEN02,First Class,delivered,09/18/2017 14:27,09/18/2017 15:05,09/22/2017 18:57,10/02/2017 21:42,10/10/2017 00:00
US-2016-137547,PC-18745,VEN02,Standard Class,delivered,10/17/2017 16:28,10/17/2017 17:34,10/20/2017 19:30,10/26/2017 21:56,11/03/2017 00:00
CA-2016-115588,AJ-10960,VEN02,Second Class,delivered,02/22/2018 16:21,02/22/2018 16:35,02/26/2018 21:16,03/13/2018 17:49,03/16/2018 00:00
CA-2014-118192,LC-17140,VEN02,Standard Class,delivered,11/14/2017 22:39,11/14/2017 22:51,11/21/2017 14:55,11/30/2017 19:22,12/27/2017 00:00
CA-2016-153836,PO-19180,VEN01,Standard Class,delivered,11/27/2017 13:25,11/28/2017 03:41,11/28/2017 23:26,11/30/2017 23:57,12/11/2017 00:00
US-2014-143721,MC-17845,VEN03,Second Class,delivered,07/01/2018 00:49,07/02/2018 00:49,07/03/2018 15:50,07/11/2018 21:56,08/06/2018 00:00
CA-2014-110219,PH-18790,VEN02,First Class,delivered,10/24/2017 16:33,10/24/2017 16:49,10/25/2017 15:16,11/01/2017 22:48,11/17/2017 00:00
US-2015-106495,AH-10195,VEN03,First Class,delivered,07/18/2018 22:34,07/18/2018 22:50,07/20/2018 12:11,07/25/2018 20:42,08/08/2018 00:00
CA-2016-137043,FP-14320,VEN02,Second Class,delivered,02/28/2018 15:11,02/28/2018 15:30,03/02/2018 00:25,03/15/2018 21:13,03/28/2018 00:00
US-2017-117723,MO-17800,VEN03,Second Class,delivered,02/20/2017 01:10,02/21/2017 04:35,03/24/2017 11:13,03/29/2017 09:37,03/21/2017 00:00
CA-2017-112844,BP-11095,VEN04,Second Class,delivered,08/16/2018 12:49,08/16/2018 13:05,08/17/2018 15:32,08/20/2018 20:33,08/21/2018 00:00
CA-2015-141243,BD-11605,VEN02,Second Class,delivered,06/07/2018 22:36,06/09/2018 02:57,06/12/2018 14:53,06/16/2018 01:47,07/03/2018 00:00
US-2016-146794,AT-10735,VEN04,Standard Class,delivered,11/28/2017 19:38,11/28/2017 19:51,11/29/2017 17:16,12/05/2017 18:26,12/12/2017 00:00
CA-2016-105207,DR-12880,VEN02,Standard Class,delivered,05/14/2018 14:57,05/14/2018 15:17,05/17/2018 15:06,05/18/2018 21:54,05/25/2018 00:00
CA-2015-116260,DB-13060,VEN03,Standard Class,delivered,04/26/2018 18:28,04/26/2018 18:49,05/03/2018 11:35,05/11/2018 19:45,06/01/2018 00:00
CA-2015-100818,CD-11920,VEN01,Second Class,delivered,08/05/2018 12:32,08/07/2018 04:25,08/07/2018 15:54,08/11/2018 19:34,08/16/2018 00:00
CA-2014-152296,AC-10420,VEN01,First Class,delivered,10/02/2017 20:17,10/02/2017 20:35,10/05/2017 19:44,10/20/2017 18:02,10/27/2017 00:00
CA-2016-128111,KB-16600,VEN02,Standard Class,delivered,11/28/2017 09:34,11/28/2017 09:58,11/28/2017 17:29,12/06/2017 12:52,12/21/2017 00:00
US-2016-100419,HA-14920,VEN02,Second Class,delivered,08/09/2018 22:38,08/09/2018 22:50,08/22/2018 14:12,08/27/2018 16:41,09/04/2018 00:00
CA-2016-113138,NZ-18565,VEN01,Standard Class,delivered,09/19/2017 12:50,09/21/2017 03:04,09/21/2017 18:50,10/03/2017 17:57,10/05/2017 00:00
CA-2017-166576,CK-12205,VEN02,First Class,delivered,09/01/2017 19:04,09/13/2017 22:06,09/04/2017 13:10,09/08/2017 20:13,09/20/2017 00:00
US-2016-101196,SC-20725,VEN02,Standard Class,delivered,07/31/2018 14:56,07/31/2018 15:44,08/01/2018 12:12,08/07/2018 17:24,08/21/2018 00:00
CA-2017-115651,PB-19105,VEN03,First Class,delivered,11/12/2017 15:20,11/12/2017 15:30,11/14/2017 14:14,11/25/2017 16:09,12/11/2017 00:00
CA-2016-147067,AR-10405,VEN02,Standard Class,shipped,03/24/2017 21:48,03/24/2017 22:02,03/25/2017 09:33,,04/19/2017 00:00
CA-2014-163013,DB-13615,VEN02,Standard Class,delivered,07/19/2018 20:26,07/19/2018 20:35,07/20/2018 14:25,07/24/2018 19:46,08/07/2018 00:00
CA-2015-146696,SM-20005,VEN02,Standard Class,delivered,04/03/2018 11:37,04/03/2018 20:15,04/05/2018 21:19,04/11/2018 21:17,04/26/2018 00:00
US-2015-130519,MZ-17515,VEN04,Same Day,delivered,02/05/2017 11:58,02/05/2017 12:15,02/07/2017 15:21,02/15/2017 18:12,03/03/2017 00:00
CA-2016-116596,FA-14230,VEN02,Standard Class,delivered,01/13/2018 12:41,01/13/2018 12:51,01/20/2018 00:33,02/02/2018 17:28,02/09/2018 00:00
CA-2014-106719,SH-19975,VEN02,Same Day,delivered,07/15/2017 14:31,07/15/2017 14:43,07/18/2017 20:12,07/28/2017 18:32,08/10/2017 00:00
CA-2017-122056,RA-19285,VEN02,Standard Class,delivered,08/17/2017 16:22,08/18/2017 20:24,08/23/2017 18:14,08/29/2017 17:30,09/13/2017 00:00
CA-2017-126676,SC-20695,VEN02,First Class,unavailable,01/11/2018 15:07,01/12/2018 14:57,,,01/31/2018 00:00
CA-2015-129476,PH-18790,VEN02,Standard Class,delivered,08/17/2017 17:03,08/17/2017 18:05,08/18/2017 19:57,08/25/2017 17:45,09/13/2017 00:00
US-2017-131849,SM-20005,VEN04,Standard Class,delivered,01/30/2018 15:24,01/30/2018 15:35,02/03/2018 00:22,02/06/2018 13:44,02/15/2018 00:00
US-2016-102232,JO-15280,VEN03,,delivered,11/24/2017 21:37,11/25/2017 00:36,11/27/2017 20:51,12/12/2017 13:35,12/22/2017 00:00
CA-2014-109680,FA-14230,VEN01,First Class,delivered,06/28/2018 21:52,06/28/2018 22:10,07/03/2018 05:06,07/05/2018 15:52,07/23/2018 00:00
CA-2015-160171,TP-21130,VEN01,Standard Class,delivered,07/08/2018 13:01,07/08/2018 13:10,07/10/2018 13:53,07/13/2018 19:36,07/27/2018 00:00
CA-2014-168305,RB-19705,VEN02,Standard Class,delivered,05/24/2017 03:14,05/25/2017 03:02,05/26/2017 16:03,06/01/2017 11:18,06/16/2017 00:00
CA-2016-123050,CL-12565,VEN02,Second Class,delivered,05/26/2018 16:40,05/29/2018 03:31,05/30/2018 11:14,06/04/2018 23:18,06/29/2018 00:00
CA-2014-146528,EM-14065,VEN02,Second Class,delivered,11/04/2017 14:51,11/07/2017 07:30,11/08/2017 21:43,11/15/2017 18:59,11/30/2017 00:00
CA-2017-110940,CK-12325,VEN01,Standard Class,delivered,01/06/2018 09:45,01/09/2018 07:21,01/10/2018 18:09,01/13/2018 02:22,01/31/2018 00:00
US-2016-154361,AB-10060,VEN02,Standard Class,delivered,10/24/2017 19:11,10/24/2017 19:28,10/25/2017 19:32,11/07/2017 17:06,11/17/2017 00:00
CA-2017-124261,AS-10135,VEN02,Standard Class,delivered,10/26/2017 17:52,10/26/2017 18:31,11/06/2017 19:28,11/13/2017 19:28,11/23/2017 00:00
CA-2014-140795,CM-12445,VEN02,First Class,delivered,05/03/2018 15:12,05/04/2018 15:10,05/07/2018 14:20,06/07/2018 20:03,05/29/2018 00:00
CA-2016-111682,CM-12385,VEN02,First Class,delivered,11/29/2017 18:27,11/29/2017 19:31,11/30/2017 22:32,12/11/2017 21:44,12/22/2017 00:00
CA-2016-117590,SO-20335,VEN02,First Class,delivered,08/09/2018 20:36,08/09/2018 20:50,08/15/2018 06:23,08/25/2018 00:46,09/05/2018 00:00
US-2015-129553,PS-18970,VEN03,Standard Class,delivered,05/27/2018 09:34,05/27/2018 09:50,05/28/2018 16:16,05/30/2018 16:18,06/21/2018 00:00
CA-2017-154676,PC-18745,VEN02,First Class,delivered,08/22/2018 20:43,08/24/2018 03:05,08/24/2018 19:01,08/25/2018 14:42,09/14/2018 00:00
US-2017-167570,PO-18865,VEN02,Standard Class,delivered,08/08/2018 10:47,08/09/2018 08:50,08/09/2018 15:08,08/14/2018 15:18,08/20/2018 00:00
CA-2017-135167,AJ-10945,VEN02,Standard Class,delivered,02/09/2018 16:30,02/09/2018 16:50,02/15/2018 16:37,02/26/2018 20:48,03/08/2018 00:00
CA-2015-121608,AG-10525,VEN01,First Class,delivered,04/06/2017 10:52,04/06/2017 11:05,04/07/2017 14:58,05/08/2017 12:02,05/10/2017 00:00
CA-2014-165568,DB-13210,VEN02,Standard Class,delivered,06/18/2017 23:47,06/19/2017 00:43,06/19/2017 20:02,06/23/2017 11:37,07/11/2017 00:00
CA-2016-116764,RC-19825,VEN02,,delivered,03/25/2018 18:27,03/25/2018 18:48,03/27/2018 01:58,03/28/2018 20:41,04/09/2018 00:00
CA-2016-159016,DP-13165,VEN04,First Class,delivered,05/18/2018 12:28,05/18/2018 13:27,05/21/2018 09:45,06/07/2018 17:28,06/18/2018 00:00
CA-2015-129112,CG-12520,VEN02,First Class,delivered,08/07/2018 10:11,08/07/2018 10:24,08/07/2018 12:35,08/14/2018 22:58,08/29/2018 00:00
US-2017-150070,AG-10495,VEN02,Standard Class,delivered,01/16/2018 22:31,01/16/2018 22:51,01/18/2018 23:59,01/24/2018 20:32,02/07/2018 00:00
CA-2015-157812,LC-16930,VEN01,Standard Class,delivered,06/04/2018 22:44,06/04/2018 23:10,06/06/2018 13:12,06/12/2018 19:03,07/05/2018 00:00
CA-2017-122693,NF-18385,VEN03,Second Class,delivered,11/02/2017 22:41,11/03/2017 00:35,11/08/2017 15:07,11/24/2017 21:16,12/01/2017 00:00
CA-2017-108322,CA-12265,VEN02,Standard Class,delivered,09/23/2017 16:08,09/23/2017 16:15,09/28/2017 21:17,10/04/2017 21:32,10/20/2017 00:00
CA-2017-131492,VD-21670,VEN02,Second Class,delivered,05/21/2017 11:56,05/21/2017 12:15,05/24/2017 09:21,06/05/2017 16:24,06/26/2017 00:00
CA-2016-169215,SS-20590,VEN03,Second Class,delivered,02/04/2018 17:48,02/06/2018 04:32,02/06/2018 19:19,02/08/2018 15:58,03/01/2018 00:00
CA-2015-109939,AA-10480,VEN02,Standard Class,delivered,06/12/2018 21:44,06/12/2018 22:21,06/14/2018 15:07,06/26/2018 21:34,07/18/2018 00:00
CA-2015-106978,GG-14650,VEN02,Standard Class,delivered,03/26/2018 15:45,03/26/2018 16:08,03/27/2018 23:04,04/04/2018 19:26,04/17/2018 00:00
US-2015-139759,NG-18430,VEN01,Standard Class,delivered,07/27/2017 20:51,07/28/2017 08:30,08/02/2017 18:45,08/10/2017 20:08,08/22/2017 00:00
